-1,875	-1249,086
-1,837	-1224,208
-1,794	-1199,968
-1,753	-1174,452
-1,712	-1148,618
-1,698	-1123,421
-1,644	-1097,586
-1,616	-1074,622
-1,574	-1048,149
-1,540	-1024,866
-1,505	-999,669
-1,473	-974,791
-1,437	-949,275
-1,399	-923,759
-1,360	-899,519
-1,326	-873,684
-1,290	-849,763
-1,256	-823,928
-1,221	-799,369
-1,190	-774,810
-1,144	-749,613
-1,115	-724,097
-1,079	-699,857
-1,042	-674,979
-1,004	-649,463
-0,974	-624,266
-0,940	-598,432
-0,902	-574,511
-0,863	-549,952
-0,829	-524,755
-0,797	-499,877
-0,756	-474,361
-0,724	-449,164
-0,690	-424,605
-0,659	-398,770
-0,620	-374,530
-0,586	-349,652
-0,549	-324,455
-0,508	-298,301
-0,477	-270,872
-0,447	-248,864
-0,416	-223,986
-0,379	-197,514
-0,341	-173,592
-0,318	-149,990
-0,284	-123,518
-0,254	-99,915
-0,211	-73,124
-0,180	-49,522
-0,152	-24,325
-0,113	0,234
-0,084	25,750
-0,052	51,585
-0,023	75,825
0,013	100,384
0,043	125,262
0,077	152,373
0,116	176,932
0,138	200,853
0,155	225,731
0,200	250,290
0,232	275,168
0,261	301,960
0,291	325,881
0,313	350,121
0,354	375,956
0,384	401,790
0,406	426,668
0,447	450,271
0,475	475,149
0,511	501,302
0,531	525,861
0,559	550,739
0,590	576,255
0,627	601,133
0,654	625,054
0,683	653,760
0,704	675,448
0,738	701,283
0,761	725,204
0,797	750,401
0,815	775,279
0,858	800,795
0,876	826,949
0,906	850,870
0,935	876,705
0,970	900,307
0,986	926,779
1,012	950,701
1,042	975,897
1,060	1000,456
1,092	1026,929
1,126	1050,531
1,147	1075,090
1,172	1102,520
1,199	1128,674
1,219	1150,362
1,251	1176,516
1,276	1201,713
1,299	1225,634
1,315	1251,788
1,351	1275,709
1,372	1300,906
1,398	1325,146
1,417	1351,300
1,451	1375,221
1,467	1400,099
1,490	1426,572
1,515	1450,174
1,546	1476,327
1,566	1500,249
1,587	1527,359
1,612	1550,642
1,632	1575,839
1,651	1601,036
1,678	1625,276
1,703	1651,430
1,725	1675,032
1,751	1700,229
1,775	1725,107
1,796	1751,899
1,810	1775,182
1,841	1801,974
1,862	1827,171
1,880	1850,454
1,907	1876,289
1,923	1900,210
1,943	1925,726
1,962	1950,604
1,991	1976,120
2,014	2000,998
2,034	2025,238
2,061	2050,435
2,073	2076,907
2,100	2100,509
2,114	2126,344
2,134	2150,265
2,159	2176,100
2,182	2200,978
2,196	2225,856
2,220	2252,010
2,232	2275,612
2,257	2301,447
2,275	2325,687
2,289	2350,884
2,305	2376,081
2,338	2401,916
2,359	2426,793
2,375	2452,628
2,391	2475,274
2,413	2500,471
